Counter,Date/time,Latitude,Longitude,Sunlight
1,2022-04-14 14:52:20.610115,48.9487533769449,-69.7777689170159,1
2,2022-04-14 14:52:31.016767,49.170816934993816,-68.85431028428157,1
3,2022-04-14 14:52:41.425376,49.384752172464694,-67.92217838316428,1
4,2022-04-14 14:52:51.836503,49.590437053165694,-66.98149018366523,1
5,2022-04-14 14:53:02.248600,49.7877101157654,-66.03257341063626,1
6,2022-04-14 14:53:12.667011,49.9765310074858,-65.07518558909318,1
7,2022-04-14 14:53:23.089807,50.15672968745762,-64.10972703601868,1
8,2022-04-14 14:53:33.491969,50.327772362412134,-63.138805083282364,1
9,2022-04-14 14:53:43.912429,50.490188304538655,-62.15905652157263,1
10,2022-04-14 14:53:54.322013,50.643401690973455,-61.17351309499837,1
11,2022-04-14 14:54:04.729041,50.787444364212924,-60.181721983555164,1
12,2022-04-14 14:54:15.137730,50.92227449498547,-59.183609161678156,1
13,2022-04-14 14:54:25.542633,51.04772762874285,-58.18004572960606,1
14,2022-04-14 14:54:35.951979,51.163810612148566,-57.17060205730768,1
15,2022-04-14 14:54:46.359490,51.27036203066452,-56.156286749669604,1
16,2022-04-14 14:54:56.764695,51.367304984901416,-55.137530445602366,1
17,2022-04-14 14:55:07.168618,51.45458063567343,-54.1146489269091,1
18,2022-04-14 14:55:17.573258,51.53214090689465,-53.0878601370905,1
19,2022-04-14 14:55:27.980476,51.59993444599308,-52.05743003180961,1
20,2022-04-14 14:55:38.388846,51.65789523322591,-51.023933879996065,1
21,2022-04-14 14:55:48.801517,51.70598940055295,-49.98748203464668,1
22,2022-04-14 14:55:59.210729,51.74414059535422,-48.949344162925705,1
23,2022-04-14 14:56:09.621740,51.77234182991696,-47.90942674169033,1
24,2022-04-14 14:56:20.027332,51.79055515208792,-46.8689884694914,1
25,2022-04-14 14:56:30.431150,51.79878438933057,-45.82808350598101,1
26,2022-04-14 14:56:40.833501,51.7970278291858,-44.78719589840499,1
27,2022-04-14 14:56:51.234225,51.78529155302626,-43.74678761741183,1
28,2022-04-14 14:57:01.638402,51.76357692292683,-42.70685186379983,1
29,2022-04-14 14:57:12.044486,51.731896979599114,-41.66801412650835,1
30,2022-04-14 14:57:22.451104,51.6902785358625,-40.63089986522617,1
31,2022-04-14 14:57:32.861808,51.63873198602302,-39.59557816868563,1
32,2022-04-14 14:57:43.272857,51.5773114244295,-38.5629116329701,1
33,2022-04-14 14:57:53.693187,51.50599835818236,-37.53246294406226,1
34,2022-04-14 14:58:04.115210,51.42488504146319,-36.50543351430216,1
35,2022-04-14 14:58:14.527941,51.33412923157605,-35.48332080892969,1
36,2022-04-14 14:58:24.929903,51.23384140943111,-34.46668118019969,1
37,2022-04-14 14:58:35.328911,51.12404342234811,-33.45516830820762,1
38,2022-04-14 14:58:45.724421,51.00482862628116,-32.44918959962149,1
39,2022-04-14 14:58:56.121065,50.87623648810363,-31.44868282326697,1
40,2022-04-14 14:59:06.518706,50.738359506628804,-30.454021528261773,1
41,2022-04-14 14:59:16.914275,50.591337260189945,-29.4658301122575,1
42,2022-04-14 14:59:27.316329,50.435149307512766,-28.48364001850663,1
43,2022-04-14 14:59:37.715924,50.27003205797964,-27.508597728414824,1
44,2022-04-14 14:59:48.117407,50.096028937699074,-26.5405770691808,1
45,2022-04-14 14:59:58.523897,49.9132022819171,-25.579598859791258,1
46,2022-04-14 15:00:08.932236,49.72171160463759,-24.62617129655362,1
47,2022-04-14 15:00:19.350209,49.52153162905874,-23.679867566274794,1
48,2022-04-14 15:00:29.783221,49.312652246437096,-22.740422450503612,1
49,2022-04-14 15:00:40.233914,49.09511542637349,-21.80785022463033,1
50,2022-04-14 15:00:50.691231,48.86925745440411,-20.883351854983243,1
51,2022-04-14 15:01:01.120145,48.635992077314796,-19.970143475154067,1
52,2022-04-14 15:01:11.553126,48.39476238110642,-19.06551205574052,1
53,2022-04-14 15:01:21.984479,48.145836135170555,-18.170082376078565,1
54,2022-04-14 15:01:32.414736,47.88934321988488,-17.283914781750443,1
55,2022-04-14 15:01:42.862785,47.624942547773514,-16.405522864730607,1
56,2022-04-14 15:01:53.295229,47.35361864391492,-15.537796411041745,1
57,2022-04-14 15:02:03.725974,47.075171247880064,-14.679623084779937,1
58,2022-04-14 15:02:14.154974,46.78974442297743,-13.831042910700209,1
59,2022-04-14 15:02:24.575451,46.49767736109927,-12.992633657386566,1
60,2022-04-14 15:02:34.987566,46.19912643097058,-12.164389470506002,1
61,2022-04-14 15:02:45.415420,45.89352650576235,-11.34439090364641,1
62,2022-04-14 15:02:55.816964,45.58226766194862,-10.535948806524308,1
63,2022-04-14 15:03:06.220874,45.26464615299657,-9.736770152728766,1
64,2022-04-14 15:03:16.624305,44.94088596454712,-8.947054505307275,1
65,2022-04-14 15:03:27.046379,44.61051816325092,-8.165352390819887,1
66,2022-04-14 15:03:37.464171,44.27437862415559,-7.3933250000986135,1
67,2022-04-14 15:03:47.887679,43.93229178228264,-6.6302114536217145,1
68,2022-04-14 15:03:58.293610,43.58515309929187,-5.877613615350582,1
69,2022-04-14 15:04:08.709215,43.232200774636894,-5.133501651729025,1
70,2022-04-14 15:04:19.141957,42.87328080332436,-4.397280267189482,1
71,2022-04-14 15:04:29.548255,42.5100277319115,-3.6719306003971734,1
72,2022-04-14 15:04:39.950600,42.1418069670197,-2.9557604932874635,1
73,2022-04-14 15:04:50.353387,41.76858625665712,-2.2483629225811037,1
74,2022-04-14 15:05:00.756436,41.390494567289615,-1.5496541780083541,1
